epoch,accuracy,loss,val_accuracy,val_loss
0,0.3962264060974121,1.2072089910507202,0.3491227924823761,1.373702883720398
1,0.5585783123970032,0.9439811110496521,0.2508772015571594,1.325233817100525
2,0.6586222052574158,0.7742588520050049,0.21929824352264404,1.311907410621643
3,0.7481351494789124,0.648952841758728,0.20000000298023224,1.2559268474578857
4,0.7836770415306091,0.5623480677604675,0.2912280559539795,1.1559693813323975
5,0.8095656037330627,0.500484824180603,0.3263157904148102,1.1734195947647095
6,0.8290917277336121,0.46427661180496216,0.4035087823867798,1.0829620361328125
7,0.8405002355575562,0.4230523407459259,0.3719298243522644,1.1832292079925537
8,0.846423864364624,0.40997207164764404,0.6368421316146851,0.8533108830451965
9,0.850811779499054,0.3985317051410675,0.6877192854881287,0.7558696269989014
10,0.8505923748016357,0.39631253480911255,0.5736842155456543,0.911277174949646
11,0.854322075843811,0.4072256088256836,0.8421052694320679,0.424879789352417
12,0.856077253818512,0.37655362486839294,0.8771929740905762,0.3816438317298889
13,0.8692408800125122,0.3491079807281494,0.7122806906700134,0.6804137229919434
14,0.8635366559028625,0.3502642512321472,0.7403509020805359,0.6118056178092957
15,0.8714348673820496,0.3433675169944763,0.8701754212379456,0.3702859580516815
16,0.8782360553741455,0.32961931824684143,0.678947389125824,0.8173351883888245
17,0.8824045658111572,0.311188280582428,0.8526315689086914,0.4169798493385315
18,0.8810881972312927,0.3367116153240204,0.6000000238418579,1.7020390033721924
19,0.8788942694664001,0.32185882329940796,0.7070175409317017,0.8136323690414429
20,0.8804300427436829,0.3243250548839569,0.7175438404083252,0.8929272890090942
21,0.8791136741638184,0.31310561299324036,0.5438596606254578,1.6905375719070435
22,0.8859148621559143,0.30808064341545105,0.6228070259094238,2.7244441509246826
23,0.8810881972312927,0.3196931779384613,0.6842105388641357,0.8657459616661072
24,0.8837209343910217,0.3020091652870178,0.7894737124443054,0.5425212383270264
25,0.8850373029708862,0.294070303440094,0.9210526347160339,0.27231690287590027
26,0.8964458107948303,0.2940298914909363,0.9368420839309692,0.22492507100105286
27,0.8999561071395874,0.2841411530971527,0.8842105269432068,0.3252592980861664
28,0.8933742642402649,0.2887479364871979,0.9263157844543457,0.23736421763896942
29,0.8957875967025757,0.279312402009964,0.8017544150352478,0.5693845152854919
30,0.8852567076683044,0.29971709847450256,0.821052610874176,0.7444615364074707
31,0.8933742642402649,0.2914373278617859,0.917543888092041,0.24304179847240448
32,0.8966652154922485,0.27361199259757996,0.8684210777282715,0.4029545485973358
33,0.9025888442993164,0.2857860326766968,0.9280701875686646,0.2310471385717392
34,0.8968846201896667,0.2756590247154236,0.8263157606124878,0.5414249897003174
35,0.9017112851142883,0.26559770107269287,0.821052610874176,0.5778215527534485
36,0.8986397385597229,0.2766593396663666,0.9298245906829834,0.22192764282226562
37,0.9028082489967346,0.2653304934501648,0.9508771896362305,0.17726904153823853
38,0.9082931280136108,0.25672224164009094,0.5631579160690308,1.3360801935195923
39,0.9017112851142883,0.27035585045814514,0.8228070139884949,0.5309441685676575
40,0.9034664034843445,0.24914245307445526,0.9403508901596069,0.197772815823555
41,0.9019306898117065,0.26572129130363464,0.8140350580215454,0.5346400141716003
42,0.8990785479545593,0.2626115679740906,0.621052622795105,1.3519166707992554
43,0.8992979526519775,0.2648068368434906,0.74210524559021,0.7281469106674194
44,0.9096094965934753,0.2527041435241699,0.9192982316017151,0.2599322497844696
45,0.9039052128791809,0.2636392414569855,0.5982456207275391,1.237468957901001
46,0.9014918804168701,0.25842931866645813,0.9298245906829834,0.2406737208366394
47,0.9111452102661133,0.25328394770622253,0.8350877165794373,0.43397951126098633
48,0.9045634269714355,0.2502825856208801,0.8508771657943726,0.4010297358036041
49,0.9107064604759216,0.24436235427856445,0.8912280797958374,0.32025134563446045
50,0.9045634269714355,0.26379844546318054,0.8877192735671997,0.30528613924980164
51,0.9111452102661133,0.2507091760635376,0.9070175290107727,0.2896372377872467
52,0.9065379500389099,0.2558053433895111,0.9052631855010986,0.28039786219596863
